#,DEX,ID,NAME,FAST,CHARGE,Fast DPS,Charge DPS,Useless,Weave DPS,Fast%,NOTES,OFF %,DEF %, ,Comb Rank,DPS,OFF TDO,OFF TDO %,DEF TDO,DEF TDO %,EHP,MAX CP,,Comb Rank_1,EHP_1,DPS_1,OFF TDO_1,,Comb Rank_3,EHP_3,DPS_3,OFF TDO_3
3411,317,335,Swalot,Infestation,Gunk Shot,3.8,19.0,,9.0,66%,,98%,94%,,2004,9.0,268,37.2%,191,38.1%,154,1978,,2166,154,9.0,268,,1966,154,9.0,268
3412,317,335,Swalot,Infestation,Sludge Bomb,3.8,15.7,,9.2,54%,,100%,100%,,1895,9.2,274,38.1%,204,40.6%,154,1978,,2116,154,9.2,274,,1909,154,9.2,274
3413,317,335,Swalot,Infestation,Ice Beam,3.8,10.4,,7.5,44%,,81%,88%,,2399,7.5,222,30.8%,179,35.7%,154,1978,,2638,154,7.5,222,,3132,154,5.3,158
3414,317,335,Swalot,Infestation,Acid Spray,3.8,3.2,,3.5,47%,,41%,36%,,3773,3.8,114,15.8%,74,14.7%,154,1978,,3719,154,3.8,114,,3613,154,3.8,114
3415,317,335,Swalot,Rock Smash,Gunk Shot,4.7,19.0,,8.5,74%,,92%,91%,,2176,8.5,252,34.9%,186,37.1%,154,1978,,1755,154,10.6,313,,2109,154,8.5,252
3416,317,335,Swalot,Rock Smash,Sludge Bomb,4.7,15.7,,8.7,63%,,94%,97%,,2001,8.7,259,35.9%,199,39.6%,154,1978,,1762,154,10.5,312,,2050,154,8.7,259
3417,317,335,Swalot,Rock Smash,Ice Beam,4.7,10.4,,7.3,54%,,79%,87%,,2435,7.3,217,30.2%,177,35.3%,154,1978,,2226,154,8.8,262,,3072,154,5.5,164
3418,317,335,Swalot,Rock Smash,Acid Spray,4.7,3.2,,4.0,56%,,51%,42%,,3574,4.7,139,19.3%,85,16.9%,154,1978,,2625,154,7.5,223,,3338,154,4.7,139
3419,318,336,Carvanha,Bite,Aqua Jet,7.2,9.5,,9.0,20%,,80%,60%,,4595,9.0,51,7.1%,34,6.9%,30,1020,,4498,30,9.0,51,,4172,47,7.2,66
3420,318,336,Carvanha,Bite,Crunch,7.2,12.0,,11.2,17%,,99%,81%,,4397,11.2,64,8.8%,47,9.3%,30,1020,,4331,30,11.2,64,,3742,47,11.2,102
3421,318,336,Carvanha,Bite,Poison Fang,7.2,9.4,,8.7,31%,,77%,48%,,4641,8.7,50,6.9%,28,5.5%,30,1020,,4521,30,8.7,50,,3992,47,8.7,79
3422,318,336,Carvanha,Snarl,Aqua Jet,6.3,9.5,,9.0,17%,,80%,74%,,4481,9.0,51,7.1%,42,8.5%,30,1020,,4502,30,9.0,51,,4315,47,6.3,58
3423,318,336,Carvanha,Snarl,Crunch,6.3,12.0,,11.2,13%,,100%,100%,,4269,11.2,64,8.9%,57,11.4%,30,1020,,4318,30,11.2,64,,3731,47,11.2,103
3424,318,336,Carvanha,Snarl,Poison Fang,6.3,9.4,,8.4,31%,,75%,60%,,4615,8.4,48,6.7%,35,6.9%,30,1020,,4547,30,8.4,48,,4019,47,8.4,77
3425,319,337,Sharpedo,Bite,Crunch,9.6,16.5,,14.6,29%,,88%,84%,,2837,14.6,193,26.8%,147,29.4%,69,2181,,2899,69,14.6,193,,1611,111,14.6,309
3426,319,337,Sharpedo,Bite,Hydro Pump,9.6,29.6,,16.5,66%,,100%,94%,,2518,16.5,219,30.4%,165,32.8%,69,2181,,2661,69,16.5,219,,1955,111,12.7,270
3427,319,337,Sharpedo,Bite,Poison Fang,9.6,12.9,,11.3,50%,,68%,50%,,3518,11.3,150,20.7%,87,17.3%,69,2181,,3402,69,11.3,150,,2247,111,11.3,239
3428,319,337,Sharpedo,Waterfall,Crunch,10.4,16.5,,14.7,30%,,89%,100%,,2575,14.7,195,27.0%,175,34.9%,69,2181,,2884,69,14.7,195,,1798,111,13.5,287
3429,319,337,Sharpedo,Waterfall,Hydro Pump,10.4,29.6,,16.2,70%,,98%,100%,,2460,16.2,215,29.9%,175,34.9%,69,2181,,2694,69,16.2,215,,2505,111,10.1,215
3430,319,337,Sharpedo,Waterfall,Poison Fang,10.4,12.9,,11.5,54%,,70%,63%,,3372,11.5,153,21.2%,110,21.9%,69,2181,,3374,69,11.5,153,,2654,111,9.4,200
3431,320,338,Wailmer,Splash,Body Slam,0.3,9.7,,6.0,39%,,70%,86%,,3571,6.0,106,14.8%,108,21.6%,92,1468,,3804,92,6.0,106,,3021,147,6.0,169
3432,320,338,Wailmer,Splash,Heavy Slam,0.3,12.3,,6.2,51%,,72%,91%,,3519,6.2,110,15.2%,114,22.8%,92,1468,,3755,92,6.2,110,,3660,147,3.9,110
3433,320,338,Wailmer,Splash,Water Pulse,0.3,9.7,,6.2,37%,,73%,100%,,3434,6.2,110,15.3%,126,25.2%,92,1468,,3752,92,6.2,110,,3651,147,3.9,110
3434,320,338,Wailmer,Water Gun,Body Slam,5.2,9.7,,7.9,41%,,92%,74%,,3526,7.9,139,19.3%,93,18.5%,92,1468,,3505,92,7.9,139,,2647,147,7.1,201
3435,320,338,Wailmer,Water Gun,Heavy Slam,5.2,12.3,,8.6,52%,,100%,84%,,3391,8.6,152,21.1%,106,21.2%,92,1468,,3380,92,8.6,152,,3184,147,5.4,152
3436,320,338,Wailmer,Water Gun,Water Pulse,5.2,9.7,,8.0,38%,,93%,86%,,3409,8.0,141,19.6%,109,21.8%,92,1468,,3485,92,8.0,141,,3316,147,5.0,141
3437,321,339,Wailord,Water Gun,Blizzard,6.3,19.4,,10.7,66%,,91%,91%,,1602,10.7,289,40.1%,233,46.4%,140,2280,,1987,140,10.7,289,,1780,224,6.7,289
3438,321,339,Wailord,Water Gun,Hyper Beam,6.3,18.3,,11.0,61%,,93%,98%,,1462,11.0,295,41.0%,249,49.7%,140,2280,,1938,140,11.0,295,,942,224,9.6,411
3439,321,339,Wailord,Water Gun,Surf,6.3,21.0,,11.9,62%,,100%,91%,,1466,11.9,319,44.3%,232,46.2%,140,2280,,1702,140,11.9,319,,1533,224,7.4,319
3440,321,339,Wailord,Zen Headbutt,Blizzard,5.4,19.4,,10.0,67%,,84%,85%,,1844,10.0,269,37.3%,216,43.1%,140,2280,,2157,140,10.0,269,,1477,224,7.6,328
3441,321,339,Wailord,Zen Headbutt,Hyper Beam,5.4,18.3,,10.3,62%,,87%,91%,,1666,10.3,277,38.4%,232,46.3%,140,2280,,2094,140,10.3,277,,739,224,10.3,443
3442,321,339,Wailord,Zen Headbutt,Surf,5.4,21.0,,11.1,63%,,94%,100%,,1417,11.1,300,41.6%,255,50.8%,140,2280,,1902,140,11.1,300,,1278,224,8.3,355
3443,322,340,Numel,Ember,Bulldoze,4.3,9.0,,7.2,38%,,100%,100%,,3882,7.2,84,11.7%,82,16.3%,60,1057,,4050,60,7.2,84,,4668,24,6.6,30
3444,322,340,Numel,Ember,Heat Wave,4.3,12.5,,7.1,66%,,98%,80%,,4045,7.1,83,11.5%,66,13.1%,60,1057,,4068,60,7.1,83,,4728,24,4.5,20
3445,322,340,Numel,Ember,Stomp,4.3,10.6,,6.8,61%,,94%,78%,,4088,6.8,79,11.0%,64,12.8%,60,1057,,4132,60,6.8,79,,4694,24,5.8,26
3446,322,340,Numel,Tackle,Bulldoze,4.1,9.0,,7.1,38%,,99%,83%,,4019,7.1,83,11.5%,68,13.6%,60,1057,,4064,60,7.1,83,,4641,24,7.1,32
3447,322,340,Numel,Tackle,Heat Wave,4.1,12.5,,7.0,66%,,96%,78%,,4080,7.0,81,11.2%,64,12.7%,60,1057,,4103,60,7.0,81,,4708,24,5.4,24
3448,322,340,Numel,Tackle,Stomp,4.1,10.6,,6.6,61%,,92%,64%,,4229,6.6,77,10.7%,52,10.5%,60,1057,,4157,60,6.6,77,,4663,24,6.6,30
3449,323,341,Camerupt,Ember,Earthquake,6.5,20.4,,11.3,65%,,86%,78%,,2465,11.3,228,31.6%,166,33.2%,105,2193,,2589,105,11.3,228,,4028,41,9.7,76
3450,323,341,Camerupt,Ember,Overheat,6.5,24.5,,13.2,63%,,100%,95%,,1947,13.2,266,36.8%,202,40.3%,105,2193,,2204,105,13.2,266,,4191,41,8.2,65
3451,323,341,Camerupt,Ember,Solar Beam,6.5,18.8,,11.7,58%,,89%,87%,,2263,11.7,236,32.7%,185,36.9%,105,2193,,2521,105,11.7,236,,3555,41,15.1,119
3452,323,341,Camerupt,Ember,Earth Power,6.5,17.0,,12.3,45%,,93%,100%,,1958,12.3,248,34.4%,212,42.3%,105,2193,,2361,105,12.3,248,,3881,41,11.2,88
3453,323,341,Camerupt,Rock Smash,Earthquake,6.2,20.4,,10.5,69%,,80%,77%,,2557,10.5,212,29.5%,163,32.6%,105,2193,,2211,105,13.1,265,,3935,41,10.5,83
3454,323,341,Camerupt,Rock Smash,Overheat,6.2,24.5,,12.2,67%,,93%,92%,,2081,12.2,247,34.2%,196,39.1%,105,2193,,1920,105,14.7,297,,4082,41,9.2,72
3455,323,341,Camerupt,Rock Smash,Solar Beam,6.2,18.8,,11.0,62%,,83%,85%,,2390,11.0,221,30.7%,181,36.1%,105,2193,,2168,105,13.3,268,,3537,41,15.3,120
3456,323,341,Camerupt,Rock Smash,Earth Power,6.2,17.0,,11.7,49%,,89%,98%,,2056,11.7,236,32.7%,208,41.4%,105,2193,,2133,105,13.5,273,,3837,41,11.7,92
3457,324,342,Torkoal,Ember,Earthquake,5.3,13.5,,7.9,68%,,73%,69%,,2603,7.9,227,31.4%,149,29.6%,148,2093,,2599,148,7.9,227,,3560,93,6.6,118
3458,324,342,Torkoal,Ember,Overheat,5.3,19.5,,10.2,65%,,94%,93%,,1848,10.2,291,40.4%,200,39.9%,148,2093,,1968,148,10.2,291,,3614,93,6.4,114
3459,324,342,Torkoal,Ember,Solar Beam,5.3,14.9,,9.1,60%,,84%,86%,,2105,9.1,260,36.1%,185,36.8%,148,2093,,2245,148,9.1,260,,2602,93,11.5,205
3460,324,342,Torkoal,Fire Spin,Earthquake,6.5,13.5,,8.7,69%,,80%,77%,,2354,8.7,248,34.4%,165,33.0%,148,2093,,2358,148,8.7,248,,3492,93,7.0,125
3461,324,342,Torkoal,Fire Spin,Overheat,6.5,19.5,,10.8,67%,,100%,100%,,1622,10.8,309,42.8%,215,42.9%,148,2093,,1803,148,10.8,309,,3531,93,6.8,121
3462,324,342,Torkoal,Fire Spin,Solar Beam,6.5,14.9,,9.7,62%,,90%,93%,,1907,9.7,278,38.5%,200,39.9%,148,2093,,2084,148,9.7,278,,2571,93,11.6,207
3463,325,343,Spoink,Splash,Mirror Coat,0.3,9.5,,4.9,50%,,60%,67%,,3967,4.9,81,11.3%,75,15.0%,87,1334,,4085,87,4.9,81,,3970,87,4.8,80
3464,325,343,Spoink,Splash,Psybeam,0.3,9.0,,5.2,44%,,64%,74%,,3860,5.2,86,12.0%,83,16.6%,87,1334,,4027,87,5.2,86,,3904,87,5.1,86
3465,325,343,Spoink,Splash,Shadow Ball,0.3,11.4,,6.3,46%,,78%,89%,,3631,6.3,105,14.6%,100,20.0%,87,1334,,4638,87,2.5,42,,3717,87,6.2,104
3466,325,343,Spoink,Zen Headbutt,Mirror Coat,4.9,9.5,,7.0,55%,,86%,80%,,3642,7.0,116,16.1%,91,18.1%,87,1334,,3698,87,7.0,116,,3578,87,7.0,116
3467,325,343,Spoink,Zen Headbutt,Psybeam,4.9,9.0,,7.0,49%,,86%,86%,,3588,7.0,117,16.2%,97,19.3%,87,1334,,3689,87,7.0,117,,3567,87,7.0,117
3468,325,343,Spoink,Zen Headbutt,Shadow Ball,4.9,11.4,,8.1,51%,,100%,100%,,3412,8.1,135,18.8%,113,22.5%,87,1334,,4089,87,4.9,81,,3378,87,8.1,135
3469,326,344,Grumpig,Charge Beam,Mirror Coat,3.7,12.6,,8.1,51%,,76%,74%,,2353,8.1,237,32.9%,173,34.5%,153,2369,,2508,153,8.1,237,,1942,153,9.2,270
3470,326,344,Grumpig,Charge Beam,Psychic,3.7,19.4,,8.8,68%,,83%,75%,,2219,8.8,259,35.9%,174,34.7%,153,2369,,2255,153,8.8,259,,1684,153,10.3,303
3471,326,344,Grumpig,Charge Beam,Shadow Ball,3.7,15.1,,9.8,47%,,92%,95%,,1704,9.8,287,39.9%,220,43.9%,153,2369,,3442,153,4.9,143,,1538,153,10.8,318
3472,326,344,Grumpig,Extrasensory,Mirror Coat,6.3,12.6,,9.1,55%,,86%,81%,,2031,9.1,268,37.2%,190,37.8%,153,2369,,2170,153,9.1,268,,1971,153,9.1,268
3473,326,344,Grumpig,Extrasensory,Psychic,6.3,19.4,,10.1,71%,,95%,84%,,1853,10.1,296,41.0%,195,38.8%,153,2369,,1934,153,10.1,296,,1729,153,10.1,296
3474,326,344,Grumpig,Extrasensory,Shadow Ball,6.3,15.1,,10.6,51%,,100%,100%,,1492,10.6,312,43.2%,233,46.4%,153,2369,,3014,153,6.3,186,,1585,153,10.6,312
3475,327,345,Spinda,Psycho Cut,Dig,3.4,6.9,,5.8,30%,,99%,100%,,3757,5.8,93,12.9%,90,17.9%,83,1220,,3939,83,5.8,93,,3827,83,5.8,93
3476,327,345,Spinda,Psycho Cut,Icy Wind,3.4,5.9,,5.2,28%,,89%,83%,,3954,5.2,84,11.6%,74,14.8%,83,1220,,4057,83,5.2,84,,4310,83,3.6,58
3477,327,345,Spinda,Psycho Cut,Rock Tomb,3.4,7.1,,5.5,42%,,94%,83%,,3925,5.5,89,12.3%,75,15.0%,83,1220,,4001,83,5.5,89,,3876,83,5.5,89
3478,327,345,Spinda,Sucker Punch,Dig,3.8,6.9,,5.9,33%,,100%,99%,,3754,5.9,94,13.1%,89,17.8%,83,1220,,3930,83,5.9,94,,3825,83,5.9,94
3479,327,345,Spinda,Sucker Punch,Icy Wind,3.8,5.9,,5.3,30%,,90%,84%,,3945,5.3,85,11.7%,75,15.0%,83,1220,,4043,83,5.3,85,,4241,83,3.8,61
3480,327,345,Spinda,Sucker Punch,Rock Tomb,3.8,7.1,,5.6,45%,,96%,83%,,3910,5.6,90,12.5%,75,14.9%,83,1220,,3975,83,5.6,90,,3860,83,5.6,90
3481,328,346,Trapinch,Mud Shot,Crunch,5.0,9.5,,8.4,24%,,89%,71%,,4007,8.4,82,11.3%,70,14.0%,50,1274,,4079,50,8.4,82,,4418,32,8.4,51
3482,328,346,Trapinch,Mud Shot,Dig,5.0,11.1,,9.5,26%,,100%,89%,,3777,9.5,92,12.8%,88,17.6%,50,1274,,3957,50,9.5,92,,4316,32,9.5,58
3483,328,346,Trapinch,Mud Shot,Sand Tomb,5.0,10.4,,8.7,32%,,92%,78%,,3927,8.7,84,11.7%,78,15.5%,50,1274,,4048,50,8.7,84,,4391,32,8.7,53
3484,328,346,Trapinch,Struggle Bug,Crunch,4.6,9.5,,8.3,25%,,87%,79%,,3946,8.3,80,11.1%,78,15.6%,50,1274,,4113,50,8.3,80,,4428,32,8.3,50
3485,328,346,Trapinch,Struggle Bug,Dig,4.6,11.1,,9.3,28%,,98%,100%,,3708,9.3,90,12.5%,99,19.8%,50,1274,,3978,50,9.3,90,,4338,32,9.3,56
3486,328,346,Trapinch,Struggle Bug,Sand Tomb,4.6,10.4,,8.5,34%,,89%,87%,,3857,8.5,82,11.4%,87,17.3%,50,1274,,4074,50,8.5,82,,4414,32,8.5,51
3487,329,347,Vibrava,Dragon Breath,Bug Buzz,6.0,8.9,,7.6,43%,,93%,81%,,3892,7.6,96,13.3%,73,14.5%,65,1225,,3907,65,7.6,96,,3804,65,7.6,96
3488,329,347,Vibrava,Dragon Breath,Bulldoze,6.0,10.0,,8.2,45%,,100%,88%,,3801,8.2,103,14.3%,78,15.6%,65,1225,,3834,65,8.2,103,,3727,65,8.2,103
3489,329,347,Vibrava,Dragon Breath,Sand Tomb,6.0,8.8,,7.7,40%,,93%,84%,,3874,7.7,96,13.3%,75,14.9%,65,1225,,3905,65,7.7,96,,3803,65,7.7,96
3490,329,347,Vibrava,Mud Shot,Bug Buzz,4.3,8.9,,7.2,38%,,87%,92%,,3849,7.2,90,12.5%,82,16.4%,65,1225,,3976,65,7.2,90,,3861,65,7.2,90
3491,329,347,Vibrava,Mud Shot,Bulldoze,4.3,10.0,,7.8,40%,,95%,100%,,3739,7.8,98,13.5%,89,17.8%,65,1225,,3886,65,7.8,98,,3784,65,7.8,98
3492,329,347,Vibrava,Mud Shot,Sand Tomb,4.3,8.8,,7.2,35%,,88%,94%,,3824,7.2,91,12.6%,84,16.8%,65,1225,,3969,65,7.2,91,,3853,65,7.2,91
3493,330,348,Flygon,Dragon Tail,Dragon Claw,9.1,18.7,,13.0,60%,,100%,100%,,1303,13.0,346,48.1%,240,47.9%,139,2661,,1504,139,13.0,346,,1335,139,13.0,346
3494,330,348,Flygon,Dragon Tail,Earthquake,9.1,21.5,,12.8,70%,,99%,99%,,1329,12.8,342,47.5%,238,47.4%,139,2661,,1529,139,12.8,342,,1378,139,12.8,342
3495,330,348,Flygon,Dragon Tail,Stone Edge,9.1,23.1,,12.1,79%,,93%,86%,,1612,12.1,323,44.8%,207,41.2%,139,2661,,1673,139,12.1,323,,1511,139,12.1,323
3496,330,348,Flygon,Mud Shot,Dragon Claw,6.0,18.7,,11.9,54%,,92%,92%,,1559,11.9,317,44.0%,220,43.9%,139,2661,,1720,139,11.9,317,,1540,139,11.9,317
3497,330,348,Flygon,Mud Shot,Earthquake,6.0,21.5,,11.5,64%,,88%,82%,,1797,11.5,306,42.5%,197,39.3%,139,2661,,1837,139,11.5,306,,1638,139,11.5,306
3498,330,348,Flygon,Mud Shot,Stone Edge,6.0,23.1,,10.4,74%,,80%,66%,,2236,10.4,278,38.6%,159,31.7%,139,2661,,2083,139,10.4,278,,1872,139,10.4,278
3499,331,349,Cacnea,Poison Sting,Brick Break,4.2,10.4,,7.5,46%,,65%,51%,,4237,7.5,74,10.3%,53,10.7%,51,1242,,3789,51,10.9,107,,3550,82,7.5,119
3500,331,349,Cacnea,Poison Sting,Grass Knot,4.2,17.3,,11.4,45%,,98%,96%,,3587,11.4,112,15.6%,100,20.0%,51,1242,,3731,51,11.4,112,,1953,82,17.1,270
3501,331,349,Cacnea,Poison Sting,Seed Bomb,4.2,13.1,,9.8,37%,,84%,73%,,3858,9.8,96,13.4%,77,15.3%,51,1242,,3901,51,9.8,96,,2309,82,14.7,232
3502,331,349,Cacnea,Sucker Punch,Brick Break,4.7,10.4,,7.8,46%,,67%,53%,,4198,7.8,77,10.7%,56,11.2%,51,1242,,3753,51,11.1,110,,3510,82,7.8,123
3503,331,349,Cacnea,Sucker Punch,Grass Knot,4.7,17.3,,11.6,45%,,100%,100%,,3559,11.6,115,15.9%,105,20.9%,51,1242,,3712,51,11.6,115,,1927,82,17.3,273
3504,331,349,Cacnea,Sucker Punch,Seed Bomb,4.7,13.1,,10.0,37%,,86%,76%,,3813,10.0,98,13.6%,80,15.9%,51,1242,,3876,51,10.0,98,,2288,82,14.9,235
3505,332,350,Cacturne,Poison Jab,Dark Pulse,7.6,18.4,,12.9,51%,,83%,86%,,2231,12.9,226,31.3%,196,39.1%,91,2298,,2607,91,12.9,226,,1240,145,12.9,361
3506,332,350,Cacturne,Poison Jab,Dynamic Punch,7.6,19.1,,12.9,54%,,83%,84%,,2277,12.9,226,31.3%,191,38.1%,91,2298,,1719,91,18.2,318,,1241,145,12.9,361
3507,332,350,Cacturne,Poison Jab,Grass Knot,7.6,23.8,,14.9,55%,,96%,99%,,1829,14.9,260,36.0%,226,45.0%,91,2298,,2249,91,14.9,260,,306,145,21.3,594
3508,332,350,Cacturne,Sucker Punch,Dark Pulse,7.4,18.4,,13.3,46%,,86%,87%,,2185,13.3,232,32.2%,198,39.5%,91,2298,,2558,91,13.3,232,,1177,145,13.3,371
3509,332,350,Cacturne,Sucker Punch,Dynamic Punch,7.4,19.1,,13.3,50%,,86%,84%,,2213,13.3,233,32.3%,193,38.4%,91,2298,,1581,91,19.1,334,,1172,145,13.3,372
3510,332,350,Cacturne,Sucker Punch,Grass Knot,7.4,23.8,,15.5,51%,,100%,100%,,1749,15.5,270,37.5%,229,45.6%,91,2298,,2148,91,15.5,270,,259,145,22.5,629
3511,333,351,Swablu,Astonish,Aerial Ace,2.0,6.2,,4.6,39%,,94%,97%,,4221,4.6,69,9.6%,59,11.7%,79,824,,4356,79,4.1,62,,4129,79,4.6,69
3512,333,351,Swablu,Astonish,Disarming Voice,2.0,4.1,,3.6,25%,,74%,88%,,4401,3.6,54,7.5%,53,10.5%,79,824,,4525,79,3.3,50,,4365,79,3.6,54
3513,333,351,Swablu,Astonish,Ice Beam,2.0,6.2,,4.4,43%,,90%,94%,,4261,4.4,66,9.2%,57,11.3%,79,824,,4401,79,3.9,58,,4499,79,3.1,46
3514,333,351,Swablu,Peck,Aerial Ace,3.1,6.2,,4.9,43%,,100%,100%,,4186,4.9,73,10.2%,60,12.0%,79,824,,4210,79,4.9,73,,4067,79,4.9,73
3515,333,351,Swablu,Peck,Disarming Voice,3.1,4.1,,3.8,28%,,78%,90%,,4349,3.8,58,8.0%,54,10.7%,79,824,,4429,79,3.8,58,,4314,79,3.8,58
3516,333,351,Swablu,Peck,Ice Beam,3.1,6.2,,4.7,47%,,97%,97%,,4213,4.7,71,9.9%,58,11.6%,79,824,,4237,79,4.7,71,,4389,79,3.5,53
3517,334,352,Altaria,Dragon Breath,Dazzling Gleam,6.2,10.9,,8.4,54%,,84%,89%,,2198,8.4,248,34.4%,186,37.0%,154,2004,,2378,154,8.4,248,,1029,247,8.4,397
3518,334,352,Altaria,Dragon Breath,Dragon Pulse,6.2,11.5,,8.6,54%,,87%,95%,,2033,8.6,256,35.6%,196,39.1%,154,2004,,2277,154,8.6,256,,944,247,8.6,410
3519,334,352,Altaria,Dragon Breath,Sky Attack,6.2,18.1,,9.9,69%,,100%,100%,,1776,9.9,294,40.8%,208,41.4%,154,2004,,1942,154,9.9,294,,611,247,9.9,471
3520,334,352,Altaria,Peck,Dazzling Gleam,5.0,10.9,,8.0,49%,,81%,86%,,2320,8.0,237,32.9%,178,35.4%,154,2004,,2511,154,8.0,237,,1130,247,8.0,379
3521,334,352,Altaria,Peck,Dragon Pulse,5.0,11.5,,8.3,49%,,84%,90%,,2194,8.3,247,34.2%,187,37.3%,154,2004,,2386,154,8.3,247,,1040,247,8.3,395
3522,334,352,Altaria,Peck,Sky Attack,5.0,18.1,,9.7,64%,,97%,92%,,1924,9.7,287,39.8%,190,38.0%,154,2004,,1997,154,9.7,287,,664,247,9.7,459
3523,335,353,Zangoose,Fury Cutter,Close Combat,5.3,24.9,,11.3,69%,,95%,94%,,2436,11.3,216,30.0%,178,35.4%,99,2418,,1854,99,15.9,304,,2495,99,11.3,216
3524,335,353,Zangoose,Fury Cutter,Dig,5.3,12.4,,10.3,30%,,86%,98%,,2494,10.3,196,27.2%,184,36.7%,99,2418,,2873,99,10.3,196,,2689,99,10.3,196
3525,335,353,Zangoose,Fury Cutter,Night Slash,5.3,13.1,,10.0,39%,,85%,78%,,2845,10.0,192,26.7%,147,29.4%,99,2418,,2932,99,10.0,192,,2747,99,10.0,192
3526,335,353,Zangoose,Shadow Claw,Close Combat,7.9,24.9,,11.9,77%,,100%,82%,,2547,11.9,227,31.5%,155,30.9%,99,2418,,2630,99,11.6,223,,2353,99,11.9,227
3527,335,353,Zangoose,Shadow Claw,Dig,7.9,12.4,,10.7,38%,,90%,100%,,2424,10.7,204,28.3%,188,37.5%,99,2418,,3191,99,8.8,169,,2604,99,10.7,204
3528,335,353,Zangoose,Shadow Claw,Night Slash,7.9,13.1,,10.6,48%,,89%,82%,,2706,10.6,203,28.1%,155,30.9%,99,2418,,3313,99,8.3,158,,2623,99,10.6,203
3529,336,354,Seviper,Iron Tail,Crunch,7.4,11.3,,9.8,39%,,96%,100%,,2807,9.8,179,24.8%,160,32.0%,95,2105,,3077,95,9.8,179,,3116,95,8.7,159
3530,336,354,Seviper,Iron Tail,Poison Fang,7.4,12.6,,9.5,60%,,93%,82%,,3071,9.5,174,24.1%,132,26.3%,95,2105,,3134,95,9.5,174,,3279,95,7.8,143
3531,336,354,Seviper,Iron Tail,Wrap,7.4,10.7,,9.3,43%,,91%,91%,,2990,9.3,170,23.6%,147,29.3%,95,2105,,3184,95,9.3,170,,3226,95,8.1,148
3532,336,354,Seviper,Poison Jab,Crunch,8.2,11.3,,10.2,35%,,100%,100%,,2749,10.2,187,26.0%,161,32.1%,95,2105,,2991,95,10.2,187,,2812,95,10.2,187
3533,336,354,Seviper,Poison Jab,Poison Fang,8.2,12.6,,10.2,55%,,100%,82%,,3010,10.2,187,25.9%,132,26.4%,95,2105,,2999,95,10.2,187,,2819,95,10.2,187
3534,336,354,Seviper,Poison Jab,Wrap,8.2,10.7,,9.7,38%,,95%,91%,,2932,9.7,178,24.7%,147,29.3%,95,2105,,3085,95,9.7,178,,2906,95,9.7,178
3535,337,355,Lunatone,Confusion,Moonblast,7.3,15.7,,10.3,65%,,89%,87%,,1818,10.3,273,37.8%,218,43.5%,138,2327,,751,221,10.3,436,,3003,86,10.3,170
3536,337,355,Lunatone,Confusion,Psychic,7.3,20.1,,10.8,72%,,94%,88%,,1710,10.8,288,40.0%,219,43.8%,138,2327,,595,221,10.8,461,,2889,86,10.8,180
3537,337,355,Lunatone,Confusion,Rock Slide,7.3,16.7,,11.5,55%,,100%,100%,,1424,11.5,306,42.5%,249,49.7%,138,2327,,500,221,11.5,490,,2758,86,11.5,191
3538,337,355,Lunatone,Rock Throw,Moonblast,7.9,15.7,,10.4,68%,,90%,75%,,1996,10.4,276,38.3%,187,37.3%,138,2327,,720,221,10.4,442,,2979,86,10.4,173
3539,337,355,Lunatone,Rock Throw,Psychic,7.9,20.1,,10.9,75%,,95%,75%,,1934,10.9,290,40.3%,187,37.3%,138,2327,,581,221,10.9,465,,2871,86,10.9,182
3540,337,355,Lunatone,Rock Throw,Rock Slide,7.9,16.7,,11.5,59%,,100%,90%,,1575,11.5,306,42.5%,225,44.9%,138,2327,,494,221,11.5,490,,2752,86,11.5,192
3541,338,356,Solrock,Confusion,Psychic,7.3,20.1,,10.8,72%,,94%,86%,,1711,10.8,288,40.0%,219,43.8%,138,2327,,596,221,10.8,461,,2890,86,10.8,180
3542,338,356,Solrock,Confusion,Rock Slide,7.3,16.7,,11.5,55%,,100%,98%,,1425,11.5,306,42.5%,249,49.7%,138,2327,,501,221,11.5,490,,2759,86,11.5,191
3543,338,356,Solrock,Confusion,Solar Beam,7.3,17.4,,11.4,59%,,99%,100%,,1410,11.4,303,42.0%,255,50.8%,138,2327,,532,221,11.4,485,,2048,86,15.6,259
3544,338,356,Solrock,Rock Throw,Psychic,7.9,20.1,,10.9,75%,,95%,73%,,1935,10.9,290,40.3%,187,37.3%,138,2327,,582,221,10.9,465,,2872,86,10.9,182
3545,338,356,Solrock,Rock Throw,Rock Slide,7.9,16.7,,11.5,59%,,100%,88%,,1576,11.5,306,42.5%,225,44.9%,138,2327,,495,221,11.5,490,,2753,86,11.5,192
3546,338,356,Solrock,Rock Throw,Solar Beam,7.9,17.4,,11.4,63%,,99%,87%,,1605,11.4,304,42.1%,221,44.2%,138,2327,,526,221,11.4,486,,2087,86,15.3,254
3547,339,357,Barboach,Mud Shot,Aqua Tail,3.3,8.4,,6.2,42%,,97%,95%,,4299,6.2,67,9.3%,51,10.2%,56,819,,4279,56,6.2,67,,4463,56,4.4,48
3548,339,357,Barboach,Mud Shot,Ice Beam,3.3,7.3,,5.7,39%,,89%,100%,,4305,5.7,62,8.6%,54,10.8%,56,819,,4358,56,5.7,62,,4526,56,4.1,44
